job_title,company_name,company_address,estimated_salary_usd,work_hour,city,state,zipcode,work_type,latitude,longitude
Data and Analytics Engineer,Whisker,"Auburn Hills, MI 48326", 117K - 149K a year,unknown,Auburn Hills,MI,48326,On site,42.6875323,-83.2341028
Principal Data Engineer,Schneider Electric,"Andover, MA 01810", 118K - 150K a year,full-time,Andover,MA,01810,On site,45.2332985,-93.2913405
Senior Data Engineer,BrainPOP,"Hybrid remote in New York, NY 10010","125,000 - 170,000 a year",unknown,New York,NY,10010,Hybrid remote,40.7127281,-74.0060152
SENIOR DATA SCIENCE ENGINEER (RISK & FRAUD),DraftKings,"Boston, MA 02116 (Back Bay area)", 116K - 147K a year,full-time,Boston,MA,02116,On site,42.3554334,-71.060511
Software Engineer - Data Infrastructure,Applied Intuition,"Mountain View, CA","65,000 - 400,000 a year",unknown,Mountain View,CA,unknown,On site,37.3893889,-122.0832101
SENIOR DATA SCIENCE ENGINEER (RISK & FRAUD),DraftKings,"Boston, MA 02116 (Back Bay area)", 116K - 147K a year,full-time,Boston,MA,02116,On site,42.3554334,-71.060511
Data Engineer- NYC or CT,Massar Capital Management,"New York, NY","125,000 - 200,000 a year",unknown,New York,NY,unknown,On site,40.7127281,-74.0060152
Senior Data Engineer (Remote-First),EWC Corporate LLC,Remote in Texas, 111K - 140K a year,full-time,unknown,TX,unknown,Remote,unknown,unknown
Senior Data Engineer - Onsite,EOS IT Solutions,"Burlingame, CA","120,000 - 140,000 a year",full-time,Burlingame,CA,unknown,On site,37.5780965,-122.3473099
Senior Data Engineer,Tangent Logic,"New York, NY", 140K - 177K a year,unknown,New York,NY,unknown,On site,40.7127281,-74.0060152
Senior Data Engineer,Smiley Technologies Inc,Remote, 114K - 144K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer Administrator,North Carolina Dept of Revenue,North Carolina,"75,814 - 113,721 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Senior Data Engineer I,Kirkland and Ellis,"Hybrid remote in Dallas, TX 75205", 112K - 142K a year,full-time,Dallas,TX,75205,Hybrid remote,32.7762719,-96.7968559
Senior Data Engineer,Integra Connect,Remote, 108K - 137K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer - USDS,TikTok,"Seattle, WA","129,960 - 246,240 a year",unknown,Seattle,WA,unknown,On site,47.6038321,-122.330062
IT Senior Data Engineer - Remote,Mayo Clinic,"Remote in Rochester, MN 55901","131,602 - 190,861 a year",full-time,Rochester,MN,55901,Remote,43.157285,-77.615214
Software and Data Engineer,TGS Management Company,"Irvine, CA 92604", 108K - 136K a year,full-time,Irvine,CA,92604,On site,33.6856969,-117.8259819
Data Engineer,4A CONSULTING LLC,"Remote in Ellicott City, MD 21043", 96.7K - 122K a year,full-time,Ellicott City,MD,21043,Remote,39.275735850000004,-76.831741741596
Data Engineer (Immediate Opening),IDEA Public Schools,"Fort Worth, TX 76107 (Arlington Heights area)", 73.5K - 93.1K a year,full-time,Fort Worth,TX,76107,On site,32.753177,-97.3327459
Senior Software Engineer (Backend Data),Turo,"Remote in San Francisco, CA", 156K - 197K a year,full-time,San Francisco,CA,unknown,Remote,37.7790262,-122.419906
Data Engineer - USDS,TikTok,"Seattle, WA","129,960 - 246,240 a year",unknown,Seattle,WA,unknown,On site,47.6038321,-122.330062
IT Senior Data Engineer - Remote,Mayo Clinic,"Remote in Rochester, MN 55901","131,602 - 190,861 a year",full-time,Rochester,MN,55901,Remote,43.157285,-77.615214
Software and Data Engineer,TGS Management Company,"Irvine, CA 92604", 108K - 136K a year,full-time,Irvine,CA,92604,On site,33.6856969,-117.8259819
Senior Software Engineer (Backend Data),Turo,"Remote in San Francisco, CA", 156K - 197K a year,full-time,San Francisco,CA,unknown,Remote,37.7790262,-122.419906
Data Engineer,4A CONSULTING LLC,"Remote in Ellicott City, MD 21043", 96.7K - 122K a year,full-time,Ellicott City,MD,21043,Remote,39.275735850000004,-76.831741741596
Data Engineer (Immediate Opening),IDEA Public Schools,"Fort Worth, TX 76107 (Arlington Heights area)", 73.5K - 93.1K a year,full-time,Fort Worth,TX,76107,On site,32.753177,-97.3327459
Senior Data Engineer (Data Platform),Atlas Labs,Remote,"160,000 - 205,000 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
"Principal, Data Management Engineer",BNY Mellon,"Pittsburgh, PA 15219 (Central Business District area)", 153K - 194K a year,unknown,Pittsburgh,PA,15219,On site,40.4416941,-79.9900861
Senior Materials Engineer - Data Management,TerraPower,"Remote in Bellevue, WA 98008","105,237 - 154,855 a year",full-time,Bellevue,WA,98008,Remote,47.6144219,-122.192337
Azure Data Hub Automation and Support Engineer,ProIT Inc.,"Hybrid remote in Lorain, OH 44052","120,338 - 130,095 a year",full-time,Lorain,OH,44052,Hybrid remote,41.4673238,-82.1781904
Data Engineer,United Digestive,"Atlanta, GA 30309 (Midtown area)", 92.5K - 117K a year,full-time,Atlanta,GA,30309,On site,33.7489924,-84.3902644
Data Engineer,FORTUNE,"New York, NY 10018 (Garment District area)","90,000 - 110,000 a year",unknown,New York,NY,10018,On site,40.7127281,-74.0060152
Data Engineer,Core4ce,"Herndon, VA", 106K - 134K a year,full-time,Herndon,VA,unknown,On site,39.909726,-100.785153
Data Analytics Engineer - Anlst III,Allstate,"Remote in Chicago, IL", 86.9K - 110K a year,unknown,Chicago,IL,unknown,Remote,41.8755616,-87.6244212
Senior Cloud Data Engineer,Voya Financial,"Windsor, CT", 104K - 132K a year,full-time,Windsor,CT,unknown,On site,51.4837886,-0.6040418665032687
Lead Data Engineer,RxSense,"Remote in Boston, MA 02110","116,000 - 186,000 a year",unknown,Boston,MA,02110,Remote,42.3554334,-71.060511
Senior Data Engineer,Macmillan Learning,"New York, NY 10271 (Financial District area)","140,000 - 155,000 a year",full-time,New York,NY,10271,On site,40.7127281,-74.0060152
"Engineer IV, Data Engineering – 6 Month Contract",TSP,"Cranberry Township, PA 16066", 111K - 140K a year,contract,Cranberry Township,PA,16066,On site,40.7099343,-80.1060506
Data Engineer with PowerBI,Bradley Corporation,"Menomonee Falls, WI 53051","95,000 - 120,000 a year",full-time,Menomonee Falls,WI,53051,On site,43.1790768,-88.1170784
Sr Data Engineer - Data Platform,Sift,"Remote in San Francisco, CA 94105","142,000 - 190,000 a year",unknown,San Francisco,CA,94105,Remote,37.7790262,-122.419906
Data Engineer,"World Wide Technology Holding, LLC","Arlington, VA 20330", 118K - 150K a year,unknown,Arlington,VA,20330,On site,32.7355816,-97.1071186
Data Platform Engineer (REMOTE),GEICO,"Remote in Chevy Chase, MD 20815","82,000 - 185,000 a year",full-time,Chevy Chase,MD,20815,Remote,38.9813699,-77.0849245
Junior Data Engineer,Open Road Media,"New York, NY 10038 (Financial District area)","55,000 - 75,000 a year",full-time,New York,NY,10038,On site,40.7127281,-74.0060152
Data Engineer,OneSource Regulatory,"Seattle, WA 98101 (Downtown area)", 101K - 128K a year,full-time,Seattle,WA,98101,On site,47.6038321,-122.330062
Data Engineer for NRG,Aimic Inc,Texas, 113K - 143K a year,unknown,unknown,unknown,unknown,On site,unknown,unknown
Wire data engineer,Techspace Solutions,"Fort Worth, TX 76102", 105K - 133K a year,full-time,Fort Worth,TX,76102,On site,32.753177,-97.3327459
AWS Data Engineer (Remote),Cayuse Holdings,Remote,"115,000 - 125,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
On-Site Electrical Engineer - Data Center,Olsson,"Phoenix, AZ 85020 (Camelback East area)", 76.5K - 96.9K a year,full-time,Phoenix,AZ,85020,On site,33.4484367,-112.074141
Data Engineer,Rockstar Games New York & New England,"Hybrid remote in New York, NY","89,500 - 119,400 a year",full-time,New York,NY,unknown,Hybrid remote,40.7127281,-74.0060152
Data Engineer,Colsh Consultants,"Bridgewater, NJ", 111K - 140K a year,unknown,Bridgewater,NJ,unknown,On site,41.9903787,-70.9750426
Senior Staff Data Engineer,Dassault Systèmes,"Remote in New York, NY", 136K - 172K a year,unknown,New York,NY,unknown,Remote,40.7127281,-74.0060152
Data Engineer,Physicians Mutual,"Omaha, NE 68131", 93.8K - 119K a year,full-time,Omaha,NE,68131,On site,41.2587459,-95.9383758
IT Data Warehouse Engineer,ABC® Supply Co. Inc.,Remote, 95.4K - 121K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
"Software Engineer, Data Platform",SentiLink,Remote,"120,000 - 185,000 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
Senior Data Engineer,"Press Ganey Associates, Inc.",Remote,"96,000 - 150,000 a year",unknown,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer 030522,Rite Pros,"Portland, ME 04101 (Downtown area)", 94K - 119K a year,unknown,Portland,ME,04101,On site,45.5202471,-122.674194
Data and Control Systems Engineer II,Relativity Space,"Cape Canaveral, FL","108,000 - 138,000 a year",unknown,Cape Canaveral,FL,unknown,On site,28.45077,-80.52662
Cyber Security Analytics and Data Engineer,BNY Mellon,"Pittsburgh, PA 15219 (Central Business District area)", 101K - 128K a year,unknown,Pittsburgh,PA,15219,On site,40.4416941,-79.9900861
"Lead Software Engineer, Data Pipeline",Klaviyo,"Remote in Boston, MA", 159K - 201K a year,unknown,Boston,MA,unknown,Remote,42.3554334,-71.060511
Lead Systems Engineer - Flight Data Analytics,L3Harris Technologies,"Remote in Saint Petersburg, FL","104,500 - 193,500 a year",unknown,Saint Petersburg,FL,unknown,Remote,27.7703796,-82.6695085
Software Engineer | Data Platform,Ramp Financial,"Remote in New York, NY", 135K - 171K a year,unknown,New York,NY,unknown,Remote,40.7127281,-74.0060152
Principal Data Engineer,Aspen Dental,"Chicago, IL 60607 (West Town area)",unknown,full-time,Chicago,IL,60607,On site,41.8755616,-87.6244212
Data Engineer II - Tech Lead,"The Travelers Companies, Inc.","Hartford, CT","113,900 - 188,000 a year",full-time,Hartford,CT,unknown,On site,41.764582,-72.6908547
Senior System & Data Engineer,Columbia University,"Lamont, NY","103,000 - 113,000 a year",full-time,Lamont,NY,unknown,On site,53.7834515,-112.4478142
AWS Data Migration Engineer,Algonomy,"Philadelphia, PA", 123K - 155K a year,unknown,Philadelphia,PA,unknown,On site,39.9527237,-75.1635262
Systems Engineer - Associate (Data Protection),UPMC,"Pittsburgh, PA 15213 (North Oakland area)",29.93 - 45.44 an hour,full-time,Pittsburgh,PA,15213,On site,40.4416941,-79.9900861
Lead Data Engineer/Lead ML Engineer,Adobe,"San Jose, CA 95110 (Downtown area)","177,300 - 346,000 a year",full-time,San Jose,CA,95110,On site,37.3361663,-121.890591
Software Engineer - Data,Deep 6 AI,"Remote in Pasadena, CA","130,000 - 140,000 a year",full-time,Pasadena,CA,unknown,Remote,34.1476452,-118.1444779
Data Warehouse Engineer,Nexlogica,"Norwalk, CA", 117K - 149K a year,unknown,Norwalk,CA,unknown,On site,41.1175966,-73.4078968
Data Engineer,BrightFarms Inc,"Irvington, NY 10533", 83.7K - 106K a year,full-time,Irvington,NY,10533,On site,38.4391517,-89.1627456
Software Engineer – Data Analytics,Endera,"Pomona, CA 91768","90,000 - 150,000 a year",full-time,Pomona,CA,91768,On site,34.0553813,-117.7517496
Data Engineer II,2K,"Austin, TX", 113K - 143K a year,unknown,Austin,TX,unknown,On site,30.2711286,-97.7436995
Sr. Software Engineer (Data),FreeWheel,"Philadelphia, PA 19103","90,654 - 212,469 a year",unknown,Philadelphia,PA,19103,On site,39.9527237,-75.1635262
Mid-Senior Data Engineer,Vaco,"Hybrid remote in Brentwood, TN","110,000 - 120,000 a year",full-time,Brentwood,TN,unknown,Hybrid remote,37.9317766,-121.696026
Senior Data Engineer,Object Technology Solution,"Irving, TX 75039 (Freeport/Hackberry area)", 118K - 149K a year,contract,Irving,TX,75039,On site,32.8295183,-96.9442177
Data Warehouse Engineer,Busey Bank,"Creve Coeur, MO 63141", 88.5K - 112K a year,full-time,Creve Coeur,MO,63141,On site,38.6613007,-90.4423653
Data Engineer,Lineage Logistics,"Novi, MI", 91.1K - 115K a year,full-time,Novi,MI,unknown,On site,42.48059,-83.4754913
Azure Data Engineer,Aspirant,"Pittsburgh, PA 15212 (Allegheny Center area)", 86.5K - 109K a year,full-time,Pittsburgh,PA,15212,On site,40.4416941,-79.9900861
Business Intelligence Data Engineer,Barnes & Noble,"New York, NY 10003 (Flatiron area)","140,000 - 160,000 a year",full-time,New York,NY,10003,On site,40.7127281,-74.0060152
Associate Data Systems Engineer,CEP Global,"Hybrid remote in San Francisco, CA","113,636 a year",full-time,San Francisco,CA,unknown,Hybrid remote,37.7790262,-122.419906
Cybersecurity Engineer Level 1-7 Data Security,Metropolitan Transportation Authority,"New York, NY 10004 (Financial District area)","82,857 - 105,000 a year",unknown,New York,NY,10004,On site,40.7127281,-74.0060152
Hiring for DotNet Developer and Data Engineer on W2,Excelon Solutions,Remote,"83,944 - 190,600 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Engineer,Neogen,Remote, 89.8K - 114K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
Associate Data Engineer,Amentum,Remote, 80K - 101K a year,full-time,unknown,unknown,unknown,On site,unknown,unknown
AWS Cloud Data Engineer,Broadview Federal Credit Union,"Albany, NY","97,371 - 126,582 a year",full-time,Albany,NY,unknown,On site,41.000028,19.9999619
Sr. Software Engineer (Data),FreeWheel,"Philadelphia, PA 19103","90,654 - 212,469 a year",unknown,Philadelphia,PA,19103,On site,39.9527237,-75.1635262
IT Data Integration Engineer/Architect,Arch Staffing & Consulting,"Hybrid remote in Palm Beach Gardens, FL 33418","120,000 - 130,000 a year",unknown,Palm Beach Gardens,FL,33418,Hybrid remote,26.8233946,-80.1386547
Senior Data Engineer,Object Technology Solution,"Irving, TX 75039 (Freeport/Hackberry area)", 118K - 149K a year,contract,Irving,TX,75039,On site,32.8295183,-96.9442177
Data Warehouse Engineer,Busey Bank,"Creve Coeur, MO 63141", 88.5K - 112K a year,full-time,Creve Coeur,MO,63141,On site,38.6613007,-90.4423653
Data Engineer,Lineage Logistics,"Novi, MI", 91.1K - 115K a year,full-time,Novi,MI,unknown,On site,42.48059,-83.4754913
Associate Data Systems Engineer,CEP Global,"Hybrid remote in San Francisco, CA","113,636 a year",full-time,San Francisco,CA,unknown,Hybrid remote,37.7790262,-122.419906
Azure Data Engineer,Aspirant,"Pittsburgh, PA 15212 (Allegheny Center area)", 86.5K - 109K a year,full-time,Pittsburgh,PA,15212,On site,40.4416941,-79.9900861
Business Intelligence Data Engineer,Barnes & Noble,"New York, NY 10003 (Flatiron area)","140,000 - 160,000 a year",full-time,New York,NY,10003,On site,40.7127281,-74.0060152
Senior Data Engineer,Epic Games,"Cary, NC", 126K - 160K a year,unknown,Cary,NC,unknown,On site,35.7882893,-78.7812081
Data Engineer,"Octapharma Plasma, Inc.","Charlotte, NC 28273 (Olde Whitehall area)", 85.9K - 109K a year,full-time,Charlotte,NC,28273,On site,35.2272086,-80.8430827
Lead Data Engineer,Prolify Tech,"San Francisco, CA 94103 (South of Market area)","113,542 - 200,000 a year",full-time,San Francisco,CA,94103,On site,37.7790262,-122.419906
Junior Data Engineer,Open Systems Technologies Corporation,"Arlington, VA", 75.1K - 95.1K a year,unknown,Arlington,VA,unknown,On site,32.7355816,-97.1071186
Data Engineer,Dealer Tire,Remote,"90,000 - 120,000 a year",full-time,unknown,unknown,unknown,On site,unknown,unknown
Data Science Engineer,Abbott Laboratories,"Plano, TX",unknown,full-time,Plano,TX,unknown,On site,33.0136764,-96.6925096
Sr. Data Network Engineer,Techadox,"Pittsburgh, PA 15219 (Central Business District area)","90,000 - 110,000 a year",full-time,Pittsburgh,PA,15219,On site,40.4416941,-79.9900861
